edition_ID,City_ID,Language,State,Date,Copies Printed,copies_returned,Net_Circulation,Year
ED1003,C003,Hindi,Madhya_Pradesh,01-10-2024,207963,9464,198499,2024
ED1003,C003,Hindi,Madhya_Pradesh,01-09-2024,212229,11973,200256,2024
ED1003,C003,Hindi,Madhya_Pradesh,01-08-2024,215145,13945,201200,2024
ED1003,C003,Hindi,Madhya_Pradesh,01-07-2024,211625,15649,195976,2024
ED1003,C003,Hindi,Madhya_Pradesh,01-06-2024,218393,11815,206578,2024
ED1003,C003,Hindi,Madhya_Pradesh,01-05-2024,215893,16101,199792,2024
ED1003,C003,Hindi,Madhya_Pradesh,01-04-2024,217667,9028,208639,2024
ED1003,C003,Hindi,Madhya_Pradesh,01-03-2024,213084,10977,202107,2024
ED1003,C003,Hindi,Madhya_Pradesh,01-02-2024,212262,15742,196520,2024
ED1003,C003,Hindi,Madhya_Pradesh,01-01-2024,212594,8304,204290,2024
ED1003,C003,Hindi,Madhya_Pradesh,01-12-2023,216335,17008,199327,2023
ED1003,C003,Hindi,Madhya_Pradesh,01-11-2023,219522,16943,202579,2023
ED1003,C003,Hindi,Madhya_Pradesh,01-10-2023,217132,7711,209421,2023
ED1003,C003,Hindi,Madhya_Pradesh,01-09-2023,229149,7087,222062,2023
ED1003,C003,Hindi,Madhya_Pradesh,01-08-2023,237182,15764,221418,2023
ED1003,C003,Hindi,Madhya_Pradesh,01-07-2023,216540,10117,206423,2023
ED1003,C003,Hindi,Madhya_Pradesh,01-06-2023,233916,8410,225506,2023
ED1003,C003,Hindi,Madhya_Pradesh,01-05-2023,232941,18260,214681,2023
ED1003,C003,Hindi,Madhya_Pradesh,01-04-2023,238467,9716,228751,2023
ED1003,C003,Hindi,Madhya_Pradesh,01-03-2023,229761,13569,216192,2023
ED1003,C003,Hindi,Madhya_Pradesh,01-02-2023,221274,8557,212717,2023
ED1003,C003,Hindi,Madhya_Pradesh,01-01-2023,236649,17145,219504,2023
ED1003,C003,Hindi,Madhya_Pradesh,01-12-2022,231378,9764,221614,2022
ED1003,C003,Hindi,Madhya_Pradesh,01-11-2022,234009,14424,219585,2022
ED1003,C003,Hindi,Madhya_Pradesh,01-10-2022,231160,9887,221273,2022
ED1003,C003,Hindi,Madhya_Pradesh,01-09-2022,230079,13853,216226,2022
ED1003,C003,Hindi,Madhya_Pradesh,01-08-2022,241959,13178,228781,2022
ED1003,C003,Hindi,Madhya_Pradesh,01-07-2022,249101,16099,233002,2022
ED1003,C003,Hindi,Madhya_Pradesh,01-06-2022,253273,13780,239493,2022
ED1003,C003,Hindi,Madhya_Pradesh,01-05-2022,229715,13548,216167,2022
ED1003,C003,Hindi,Madhya_Pradesh,01-04-2022,245360,7943,237417,2022
ED1003,C003,Hindi,Madhya_Pradesh,01-03-2022,250696,9111,241585,2022
ED1003,C003,Hindi,Madhya_Pradesh,01-02-2022,238270,8488,229782,2022
ED1003,C003,Hindi,Madhya_Pradesh,01-01-2022,244673,18000,226673,2022
ED1003,C003,Hindi,Madhya_Pradesh,01-12-2021,258495,10417,248078,2021
ED1003,C003,Hindi,Madhya_Pradesh,01-11-2021,263279,12141,251138,2021
ED1003,C003,Hindi,Madhya_Pradesh,01-10-2021,251391,19909,231482,2021
ED1003,C003,Hindi,Madhya_Pradesh,01-09-2021,249931,11173,238758,2021
ED1003,C003,Hindi,Madhya_Pradesh,01-08-2021,258613,17249,241364,2021
ED1003,C003,Hindi,Madhya_Pradesh,01-07-2021,265136,13672,251464,2021
ED1003,C003,Hindi,Madhya_Pradesh,01-06-2021,258144,8017,250127,2021
ED1003,C003,Hindi,Madhya_Pradesh,01-05-2021,259870,10840,249030,2021
ED1003,C003,Hindi,Madhya_Pradesh,01-04-2021,257144,15544,241600,2021
ED1003,C003,Hindi,Madhya_Pradesh,01-03-2021,257472,12583,244889,2021
ED1003,C003,Hindi,Madhya_Pradesh,01-02-2021,257262,19914,237348,2021
ED1003,C003,Hindi,Madhya_Pradesh,01-01-2021,248350,8423,239927,2021
ED1003,C003,Hindi,Madhya_Pradesh,01-12-2020,260310,20595,239715,2020
ED1003,C003,Hindi,Madhya_Pradesh,01-11-2020,262140,20514,241626,2020
ED1003,C003,Hindi,Madhya_Pradesh,01-10-2020,270763,19009,251754,2020
ED1003,C003,Hindi,Madhya_Pradesh,01-09-2020,262987,9491,253496,2020
ED1003,C003,Hindi,Madhya_Pradesh,01-08-2020,281482,12595,268887,2020
ED1003,C003,Hindi,Madhya_Pradesh,01-07-2020,263800,11988,251812,2020
ED1003,C003,Hindi,Madhya_Pradesh,01-06-2020,275941,12509,263432,2020
ED1003,C003,Hindi,Madhya_Pradesh,01-05-2020,273866,12856,261010,2020
ED1003,C003,Hindi,Madhya_Pradesh,01-04-2020,279513,21009,258504,2020
ED1003,C003,Hindi,Madhya_Pradesh,01-03-2020,272221,21026,251195,2020
ED1003,C003,Hindi,Madhya_Pradesh,01-02-2020,267971,15069,252902,2020
ED1003,C003,Hindi,Madhya_Pradesh,01-01-2020,263752,10360,253392,2020
ED1003,C003,Hindi,Madhya_Pradesh,01-12-2019,281893,17252,264641,2019
ED1003,C003,Hindi,Madhya_Pradesh,01-11-2019,276982,15860,261122,2019
ED1003,C003,Hindi,Madhya_Pradesh,01-10-2019,291318,15276,276042,2019
ED1003,C003,Hindi,Madhya_Pradesh,01-09-2019,278122,12933,265189,2019
ED1003,C003,Hindi,Madhya_Pradesh,01-08-2019,287698,17754,269944,2019
ED1003,C003,Hindi,Madhya_Pradesh,01-07-2019,297331,11267,286064,2019
ED1003,C003,Hindi,Madhya_Pradesh,01-06-2019,276093,8698,267395,2019
ED1003,C003,Hindi,Madhya_Pradesh,01-05-2019,297817,20351,277466,2019
ED1003,C003,Hindi,Madhya_Pradesh,01-04-2019,294838,9447,285391,2019
ED1003,C003,Hindi,Madhya_Pradesh,01-03-2019,296371,14509,281862,2019
ED1003,C003,Hindi,Madhya_Pradesh,01-02-2019,274749,13327,261422,2019
ED1003,C003,Hindi,Madhya_Pradesh,01-01-2019,282436,10768,271668,2019
ED1009,C009,Hindi,gujarat,01-12-2024,242429,10060,232369,2024
ED1009,C009,Hindi,gujarat,01-11-2024,247679,19108,228571,2024
ED1009,C009,Hindi,gujarat,01-10-2024,247205,10947,236258,2024
ED1009,C009,Hindi,gujarat,01-09-2024,234482,17217,217265,2024
ED1009,C009,Hindi,gujarat,01-08-2024,231195,7247,223948,2024
ED1009,C009,Hindi,gujarat,01-07-2024,254073,10810,243263,2024
ED1009,C009,Hindi,gujarat,01-06-2024,249959,15383,234576,2024
ED1009,C009,Hindi,gujarat,01-05-2024,248981,11622,237359,2024
ED1009,C009,Hindi,gujarat,01-04-2024,236282,15681,220601,2024
ED1009,C009,Hindi,gujarat,01-03-2024,240475,9878,230597,2024
ED1009,C009,Hindi,gujarat,01-02-2024,232412,11666,220746,2024
ED1009,C009,Hindi,gujarat,01-01-2024,231585,10447,221138,2024
ED1009,C009,Hindi,gujarat,01-12-2023,247551,18629,228922,2023
ED1009,C009,Hindi,gujarat,01-11-2023,249976,9992,239984,2023
ED1009,C009,Hindi,gujarat,01-10-2023,268108,14074,254034,2023
ED1009,C009,Hindi,gujarat,01-09-2023,245628,14654,230974,2023
ED1009,C009,Hindi,gujarat,01-08-2023,255668,15172,240496,2023
ED1009,C009,Hindi,gujarat,01-07-2023,249998,10800,239198,2023
ED1009,C009,Hindi,gujarat,01-06-2023,247690,12116,235574,2023
ED1009,C009,Hindi,gujarat,01-05-2023,268292,15003,253289,2023
ED1009,C009,Hindi,gujarat,01-04-2023,266904,13638,253266,2023
ED1009,C009,Hindi,gujarat,01-03-2023,270995,18709,252286,2023
ED1009,C009,Hindi,gujarat,01-02-2023,247852,14529,233323,2023
ED1009,C009,Hindi,gujarat,01-01-2023,253619,9662,243957,2023
ED1009,C009,Hindi,gujarat,01-12-2022,288006,20972,267034,2022
ED1009,C009,Hindi,gujarat,01-11-2022,265761,10014,255747,2022
ED1009,C009,Hindi,gujarat,01-10-2022,285568,16700,268868,2022
ED1009,C009,Hindi,gujarat,01-09-2022,279981,11713,268268,2022
ED1009,C009,Hindi,gujarat,01-08-2022,263343,11298,252045,2022
ED1009,C009,Hindi,gujarat,01-07-2022,265621,15335,250286,2022
ED1009,C009,Hindi,gujarat,01-06-2022,264467,13767,250700,2022
ED1009,C009,Hindi,gujarat,01-05-2022,286832,18358,268474,2022
ED1009,C009,Hindi,gujarat,01-04-2022,263383,18967,244416,2022
ED1009,C009,Hindi,gujarat,01-03-2022,284167,18704,265463,2022
ED1009,C009,Hindi,gujarat,01-02-2022,273483,12702,260781,2022
ED1009,C009,Hindi,gujarat,01-01-2022,269131,11324,257807,2022
ED1009,C009,Hindi,gujarat,01-12-2021,283441,16320,267121,2021
ED1009,C009,Hindi,gujarat,01-11-2021,298775,17165,281610,2021
ED1009,C009,Hindi,gujarat,01-10-2021,302901,14184,288717,2021
ED1009,C009,Hindi,gujarat,01-09-2021,284447,21726,262721,2021
ED1009,C009,Hindi,gujarat,01-08-2021,283739,20831,262908,2021
ED1009,C009,Hindi,gujarat,01-07-2021,280815,18135,262680,2021
ED1009,C009,Hindi,gujarat,01-06-2021,301605,15271,286334,2021
ED1009,C009,Hindi,gujarat,01-05-2021,284209,8863,275346,2021
ED1009,C009,Hindi,gujarat,01-04-2021,294325,15248,279077,2021
ED1009,C009,Hindi,gujarat,01-03-2021,296487,10136,286351,2021
ED1009,C009,Hindi,gujarat,01-02-2021,286431,14594,271837,2021
ED1009,C009,Hindi,gujarat,01-01-2021,299988,10495,289493,2021
ED1009,C009,Hindi,gujarat,01-12-2020,319761,24569,295192,2020
ED1009,C009,Hindi,gujarat,01-11-2020,305201,22834,282367,2020
ED1009,C009,Hindi,gujarat,01-10-2020,295294,20493,274801,2020
ED1009,C009,Hindi,gujarat,01-09-2020,304566,22870,281696,2020
ED1009,C009,Hindi,gujarat,01-08-2020,292723,11938,280785,2020
ED1009,C009,Hindi,gujarat,01-07-2020,295001,21464,273537,2020
ED1009,C009,Hindi,gujarat,01-06-2020,321881,22403,299478,2020
ED1009,C009,Hindi,gujarat,01-05-2020,304022,23886,280136,2020
ED1009,C009,Hindi,gujarat,01-04-2020,312704,17758,294946,2020
ED1009,C009,Hindi,gujarat,01-03-2020,319438,14097,305341,2020
ED1009,C009,Hindi,gujarat,01-02-2020,320761,14024,306737,2020
ED1009,C009,Hindi,gujarat,01-01-2020,298464,18346,280118,2020
ED1009,C009,Hindi,gujarat,01-12-2019,329058,17650,311408,2019
ED1009,C009,Hindi,gujarat,01-11-2019,321586,24801,296785,2019
ED1009,C009,Hindi,gujarat,01-10-2019,316135,18722,297413,2019
ED1009,C009,Hindi,gujarat,01-09-2019,307061,13997,293064,2019
ED1009,C009,Hindi,gujarat,01-08-2019,312856,13297,299559,2019
ED1009,C009,Hindi,gujarat,01-07-2019,316967,18921,298046,2019
ED1009,C009,Hindi,gujarat,01-06-2019,334610,22617,311993,2019
ED1009,C009,Hindi,gujarat,01-05-2019,321591,22719,298872,2019
ED1009,C009,Hindi,gujarat,01-04-2019,323016,24055,298961,2019
ED1009,C009,Hindi,gujarat,01-03-2019,327435,22851,304584,2019
ED1009,C009,Hindi,gujarat,01-02-2019,319110,17151,301959,2019
ED1009,C009,Hindi,gujarat,01-01-2019,324890,12993,311897,2019
ED1004,C004,Hindi,bihar,01-12-2024,206311,10875,195436,2024
ED1004,C004,Hindi,bihar,01-11-2024,195545,11170,184375,2024
ED1004,C004,Hindi,bihar,01-10-2024,202115,16068,186047,2024
ED1004,C004,Hindi,bihar,01-09-2024,197044,9743,187301,2024
ED1004,C004,Hindi,bihar,01-08-2024,190879,7143,183736,2024
ED1004,C004,Hindi,bihar,01-07-2024,191865,11363,180502,2024
ED1004,C004,Hindi,bihar,01-06-2024,196578,14879,181699,2024
ED1004,C004,Hindi,bihar,01-05-2024,206377,8550,197827,2024
ED1004,C004,Hindi,bihar,01-04-2024,206098,15090,191008,2024
ED1004,C004,Hindi,bihar,01-03-2024,191673,7207,184466,2024
ED1004,C004,Hindi,bihar,01-02-2024,197427,7095,190332,2024
ED1004,C004,Hindi,bihar,01-01-2024,197776,7686,190090,2024
ED1004,C004,Hindi,bihar,01-12-2023,208141,12397,195744,2023
ED1004,C004,Hindi,bihar,01-11-2023,202428,10508,191920,2023
ED1004,C004,Hindi,bihar,01-10-2023,205079,10916,194163,2023
ED1004,C004,Hindi,bihar,01-09-2023,221093,16270,204823,2023
ED1004,C004,Hindi,bihar,01-08-2023,218647,11455,207192,2023
ED1004,C004,Hindi,bihar,01-07-2023,203130,12260,190870,2023
ED1004,C004,Hindi,bihar,01-06-2023,216732,11385,205347,2023
ED1004,C004,Hindi,bihar,01-05-2023,212634,8837,203797,2023
ED1004,C004,Hindi,bihar,01-04-2023,209179,12026,197153,2023
ED1004,C004,Hindi,bihar,01-03-2023,217142,6610,210532,2023
ED1004,C004,Hindi,bihar,01-02-2023,211696,7360,204336,2023
ED1004,C004,Hindi,bihar,01-01-2023,207491,10981,196510,2023
ED1004,C004,Hindi,bihar,01-12-2022,227071,12032,215039,2022
ED1004,C004,Hindi,bihar,01-11-2022,232272,14451,217821,2022
ED1004,C004,Hindi,bihar,01-10-2022,215446,14739,200707,2022
ED1004,C004,Hindi,bihar,01-09-2022,222260,14531,207729,2022
ED1004,C004,Hindi,bihar,01-08-2022,231765,14158,217607,2022
ED1004,C004,Hindi,bihar,01-07-2022,218233,10100,208133,2022
ED1004,C004,Hindi,bihar,01-06-2022,217818,10245,207573,2022
ED1004,C004,Hindi,bihar,01-05-2022,225790,8189,217601,2022
ED1004,C004,Hindi,bihar,01-04-2022,221038,6872,214166,2022
ED1004,C004,Hindi,bihar,01-03-2022,215106,13963,201143,2022
ED1004,C004,Hindi,bihar,01-02-2022,225391,15358,210033,2022
ED1004,C004,Hindi,bihar,01-01-2022,233409,13658,219751,2022
ED1004,C004,Hindi,bihar,01-12-2021,232759,14188,218571,2021
ED1004,C004,Hindi,bihar,01-11-2021,240275,13003,227272,2021
ED1004,C004,Hindi,bihar,01-10-2021,233994,14684,219310,2021
ED1004,C004,Hindi,bihar,01-09-2021,243443,17615,225828,2021
ED1004,C004,Hindi,bihar,01-08-2021,229744,9684,220060,2021
ED1004,C004,Hindi,bihar,01-07-2021,248360,15715,232645,2021
ED1004,C004,Hindi,bihar,01-06-2021,230619,8850,221769,2021
ED1004,C004,Hindi,bihar,01-05-2021,249319,14148,235171,2021
ED1004,C004,Hindi,bihar,01-04-2021,246463,11672,234791,2021
ED1004,C004,Hindi,bihar,01-03-2021,248447,11548,236899,2021
ED1004,C004,Hindi,bihar,01-02-2021,239784,16422,223362,2021
ED1004,C004,Hindi,bihar,01-01-2021,227221,17328,209893,2021
ED1004,C004,Hindi,bihar,01-12-2020,245115,8048,237067,2020
ED1004,C004,Hindi,bihar,01-11-2020,254696,11582,243114,2020
ED1004,C004,Hindi,bihar,01-10-2020,241553,13761,227792,2020
ED1004,C004,Hindi,bihar,01-09-2020,245314,13157,232157,2020
ED1004,C004,Hindi,bihar,01-08-2020,242482,11939,230543,2020
ED1004,C004,Hindi,bihar,01-07-2020,241009,14832,226177,2020
ED1004,C004,Hindi,bihar,01-06-2020,249823,16039,233784,2020
ED1004,C004,Hindi,bihar,01-05-2020,258377,18121,240256,2020
ED1004,C004,Hindi,bihar,01-04-2020,259434,8473,250961,2020
ED1004,C004,Hindi,bihar,01-03-2020,259573,8314,251259,2020
ED1004,C004,Hindi,bihar,01-02-2020,250565,18691,231874,2020
ED1004,C004,Hindi,bihar,01-01-2020,242186,11562,230624,2020
ED1004,C004,Hindi,bihar,01-12-2019,271003,20167,250836,2019
ED1004,C004,Hindi,bihar,01-11-2019,257488,8160,249328,2019
ED1004,C004,Hindi,bihar,01-10-2019,254082,17431,236651,2019
ED1004,C004,Hindi,bihar,01-09-2019,255312,18967,236345,2019
ED1004,C004,Hindi,bihar,01-08-2019,277633,19458,258175,2019
ED1004,C004,Hindi,bihar,01-07-2019,263919,11064,252855,2019
ED1004,C004,Hindi,bihar,01-06-2019,277718,11991,265727,2019
ED1004,C004,Hindi,bihar,01-05-2019,256933,11125,245808,2019
ED1004,C004,Hindi,bihar,01-04-2019,272198,18402,253796,2019
ED1004,C004,Hindi,bihar,01-03-2019,276670,11636,265034,2019
ED1004,C004,Hindi,bihar,01-02-2019,277678,18188,259490,2019
ED1004,C004,Hindi,bihar,01-01-2019,266133,19947,246186,2019
ED1005,C005,Hindi,Rajasthan,01-12-2024,383036,20697,362339,2024
ED1005,C005,Hindi,Rajasthan,01-11-2024,353118,14665,338453,2024
ED1005,C005,Hindi,Rajasthan,01-10-2024,363181,14806,348375,2024
ED1005,C005,Hindi,Rajasthan,01-09-2024,351552,20359,331193,2024
ED1005,C005,Hindi,Rajasthan,01-08-2024,358432,16536,341896,2024
ED1005,C005,Hindi,Rajasthan,01-07-2024,348448,15182,333266,2024
ED1005,C005,Hindi,Rajasthan,01-06-2024,359048,23375,335673,2024
ED1005,C005,Hindi,Rajasthan,01-05-2024,382678,27859,354819,2024
ED1005,C005,Hindi,Rajasthan,01-04-2024,363198,18301,344897,2024
ED1005,C005,Hindi,Rajasthan,01-03-2024,357236,21401,335835,2024
ED1005,C005,Hindi,Rajasthan,01-02-2024,362743,22008,340735,2024
ED1005,C005,Hindi,Rajasthan,01-01-2024,378727,17567,361160,2024
ED1005,C005,Hindi,Rajasthan,01-12-2023,394044,24590,369454,2023
ED1005,C005,Hindi,Rajasthan,01-11-2023,376918,25370,351548,2023
ED1005,C005,Hindi,Rajasthan,01-10-2023,370926,25113,345813,2023
ED1005,C005,Hindi,Rajasthan,01-09-2023,385975,11796,374179,2023
ED1005,C005,Hindi,Rajasthan,01-08-2023,395985,25158,370827,2023
ED1005,C005,Hindi,Rajasthan,01-07-2023,386491,28006,358485,2023
ED1005,C005,Hindi,Rajasthan,01-06-2023,409139,23719,385420,2023
ED1005,C005,Hindi,Rajasthan,01-05-2023,404389,13510,390879,2023
ED1005,C005,Hindi,Rajasthan,01-04-2023,372154,22146,350008,2023
ED1005,C005,Hindi,Rajasthan,01-03-2023,407058,26710,380348,2023
ED1005,C005,Hindi,Rajasthan,01-02-2023,402721,20474,382247,2023
ED1005,C005,Hindi,Rajasthan,01-01-2023,395177,20456,374721,2023
ED1005,C005,Hindi,Rajasthan,01-12-2022,431462,25557,405905,2022
ED1005,C005,Hindi,Rajasthan,01-11-2022,416265,18289,397976,2022
ED1005,C005,Hindi,Rajasthan,01-10-2022,434571,22479,412092,2022
ED1005,C005,Hindi,Rajasthan,01-09-2022,395706,22363,373343,2022
ED1005,C005,Hindi,Rajasthan,01-08-2022,429263,13831,415432,2022
ED1005,C005,Hindi,Rajasthan,01-07-2022,418750,30907,387843,2022
ED1005,C005,Hindi,Rajasthan,01-06-2022,430228,15138,415090,2022
ED1005,C005,Hindi,Rajasthan,01-05-2022,422488,22678,399810,2022
ED1005,C005,Hindi,Rajasthan,01-04-2022,406326,24740,381586,2022
ED1005,C005,Hindi,Rajasthan,01-03-2022,407619,21910,385709,2022
ED1005,C005,Hindi,Rajasthan,01-02-2022,398343,21392,376951,2022
ED1005,C005,Hindi,Rajasthan,01-01-2022,406330,31543,374787,2022
ED1005,C005,Hindi,Rajasthan,01-12-2021,422959,18890,404069,2021
ED1005,C005,Hindi,Rajasthan,01-11-2021,433596,27970,405626,2021
ED1005,C005,Hindi,Rajasthan,01-10-2021,439290,17740,421550,2021
ED1005,C005,Hindi,Rajasthan,01-09-2021,449135,28770,420365,2021
ED1005,C005,Hindi,Rajasthan,01-08-2021,421999,13339,408660,2021
ED1005,C005,Hindi,Rajasthan,01-07-2021,421446,30319,391127,2021
ED1005,C005,Hindi,Rajasthan,01-06-2021,439438,17757,421681,2021
ED1005,C005,Hindi,Rajasthan,01-05-2021,417148,25010,392138,2021
ED1005,C005,Hindi,Rajasthan,01-04-2021,452804,14119,438685,2021
ED1005,C005,Hindi,Rajasthan,01-03-2021,454923,29154,425769,2021
ED1005,C005,Hindi,Rajasthan,01-02-2021,426950,30256,396694,2021
ED1005,C005,Hindi,Rajasthan,01-01-2021,427627,14963,412664,2021
ED1005,C005,Hindi,Rajasthan,01-12-2020,473341,22205,451136,2020
ED1005,C005,Hindi,Rajasthan,01-11-2020,477280,23079,454201,2020
ED1005,C005,Hindi,Rajasthan,01-10-2020,460138,25817,434321,2020
ED1005,C005,Hindi,Rajasthan,01-09-2020,472940,35570,437370,2020
ED1005,C005,Hindi,Rajasthan,01-08-2020,445977,30381,415596,2020
ED1005,C005,Hindi,Rajasthan,01-07-2020,448097,22270,425827,2020
ED1005,C005,Hindi,Rajasthan,01-06-2020,483654,14859,468795,2020
ED1005,C005,Hindi,Rajasthan,01-05-2020,457401,22914,434487,2020
ED1005,C005,Hindi,Rajasthan,01-04-2020,449446,23943,425503,2020
ED1005,C005,Hindi,Rajasthan,01-03-2020,445242,18829,426413,2020
ED1005,C005,Hindi,Rajasthan,01-02-2020,441835,20817,421018,2020
ED1005,C005,Hindi,Rajasthan,01-01-2020,447359,26679,420680,2020
ED1005,C005,Hindi,Rajasthan,01-12-2019,488725,16187,472538,2019
ED1005,C005,Hindi,Rajasthan,01-11-2019,495689,20328,475361,2019
ED1005,C005,Hindi,Rajasthan,01-10-2019,478235,17663,460572,2019
ED1005,C005,Hindi,Rajasthan,01-09-2019,511248,26801,484447,2019
ED1005,C005,Hindi,Rajasthan,01-08-2019,472599,18809,453790,2019
ED1005,C005,Hindi,Rajasthan,01-07-2019,495839,27892,467947,2019
ED1005,C005,Hindi,Rajasthan,01-06-2019,474645,20349,454296,2019
ED1005,C005,Hindi,Rajasthan,01-05-2019,498423,30933,467490,2019
ED1005,C005,Hindi,Rajasthan,01-04-2019,492394,15835,476559,2019
ED1005,C005,Hindi,Rajasthan,01-03-2019,492943,25024,467919,2019
ED1005,C005,Hindi,Rajasthan,01-02-2019,474309,17406,456903,2019
ED1005,C005,Hindi,Rajasthan,01-01-2019,476937,25474,451463,2019
ED1007,C007,Hindi,Jharkhand,01-12-2024,188572,8788,179784,2024
ED1007,C007,Hindi,Jharkhand,01-11-2024,186877,6163,180714,2024
ED1007,C007,Hindi,Jharkhand,01-10-2024,181025,11340,169685,2024
ED1007,C007,Hindi,Jharkhand,01-09-2024,191781,7657,184124,2024
ED1007,C007,Hindi,Jharkhand,01-08-2024,192417,7528,184889,2024
ED1007,C007,Hindi,Jharkhand,01-07-2024,174777,9071,165706,2024
ED1007,C007,Hindi,Jharkhand,01-06-2024,178080,8753,169327,2024
ED1007,C007,Hindi,Jharkhand,01-05-2024,176290,11631,164659,2024
ED1007,C007,Hindi,Jharkhand,01-04-2024,182586,9562,173024,2024
ED1007,C007,Hindi,Jharkhand,01-03-2024,178757,9871,168886,2024
ED1007,C007,Hindi,Jharkhand,01-02-2024,179614,10816,168798,2024
ED1007,C007,Hindi,Jharkhand,01-01-2024,189977,7511,182466,2024
ED1007,C007,Hindi,Jharkhand,01-12-2023,192912,14576,178336,2023
ED1007,C007,Hindi,Jharkhand,01-11-2023,199474,10455,189019,2023
ED1007,C007,Hindi,Jharkhand,01-10-2023,194458,7833,186625,2023
ED1007,C007,Hindi,Jharkhand,01-09-2023,201743,10783,190960,2023
ED1007,C007,Hindi,Jharkhand,01-08-2023,186610,8792,177818,2023
ED1007,C007,Hindi,Jharkhand,01-07-2023,205824,8938,196886,2023
ED1007,C007,Hindi,Jharkhand,01-06-2023,202048,6080,195968,2023
ED1007,C007,Hindi,Jharkhand,01-05-2023,205551,12997,192554,2023
ED1007,C007,Hindi,Jharkhand,01-04-2023,198726,11096,187630,2023
ED1007,C007,Hindi,Jharkhand,01-03-2023,188327,6479,181848,2023
ED1007,C007,Hindi,Jharkhand,01-02-2023,193467,14012,179455,2023
ED1007,C007,Hindi,Jharkhand,01-01-2023,198669,15025,183644,2023
ED1007,C007,Hindi,Jharkhand,01-12-2022,199330,13445,185885,2022
ED1007,C007,Hindi,Jharkhand,01-11-2022,216680,7052,209628,2022
ED1007,C007,Hindi,Jharkhand,01-10-2022,201642,14242,187400,2022
ED1007,C007,Hindi,Jharkhand,01-09-2022,213418,13578,199840,2022
ED1007,C007,Hindi,Jharkhand,01-08-2022,209478,7021,202457,2022
ED1007,C007,Hindi,Jharkhand,01-07-2022,218712,9783,208929,2022
ED1007,C007,Hindi,Jharkhand,01-06-2022,199486,15667,183819,2022
ED1007,C007,Hindi,Jharkhand,01-05-2022,209402,11971,197431,2022
ED1007,C007,Hindi,Jharkhand,01-04-2022,214527,7363,207164,2022
ED1007,C007,Hindi,Jharkhand,01-03-2022,200941,14065,186876,2022
ED1007,C007,Hindi,Jharkhand,01-02-2022,215220,12387,202833,2022
ED1007,C007,Hindi,Jharkhand,01-01-2022,203847,13715,190132,2022
ED1007,C007,Hindi,Jharkhand,01-12-2021,210325,16350,193975,2021
ED1007,C007,Hindi,Jharkhand,01-11-2021,228205,7750,220455,2021
ED1007,C007,Hindi,Jharkhand,01-10-2021,222697,7739,214958,2021
ED1007,C007,Hindi,Jharkhand,01-09-2021,230861,9420,221441,2021
ED1007,C007,Hindi,Jharkhand,01-08-2021,230706,7237,223469,2021
ED1007,C007,Hindi,Jharkhand,01-07-2021,211986,7591,204395,2021
ED1007,C007,Hindi,Jharkhand,01-06-2021,215646,12054,203592,2021
ED1007,C007,Hindi,Jharkhand,01-05-2021,231707,13514,218193,2021
ED1007,C007,Hindi,Jharkhand,01-04-2021,229370,7989,221381,2021
ED1007,C007,Hindi,Jharkhand,01-03-2021,231185,7705,223480,2021
ED1007,C007,Hindi,Jharkhand,01-02-2021,222154,11636,210518,2021
ED1007,C007,Hindi,Jharkhand,01-01-2021,224027,9523,214504,2021
ED1007,C007,Hindi,Jharkhand,01-12-2020,241631,17057,224574,2020
ED1007,C007,Hindi,Jharkhand,01-11-2020,237095,10618,226477,2020
ED1007,C007,Hindi,Jharkhand,01-10-2020,234563,13048,221515,2020
ED1007,C007,Hindi,Jharkhand,01-09-2020,235511,7237,228274,2020
ED1007,C007,Hindi,Jharkhand,01-08-2020,242274,17654,224620,2020
ED1007,C007,Hindi,Jharkhand,01-07-2020,237334,8538,228796,2020
ED1007,C007,Hindi,Jharkhand,01-06-2020,234837,17358,217479,2020
ED1007,C007,Hindi,Jharkhand,01-05-2020,234054,14644,219410,2020
ED1007,C007,Hindi,Jharkhand,01-04-2020,241690,8803,232887,2020
ED1007,C007,Hindi,Jharkhand,01-03-2020,232783,7954,224829,2020
ED1007,C007,Hindi,Jharkhand,01-02-2020,240730,17118,223612,2020
ED1007,C007,Hindi,Jharkhand,01-01-2020,235068,8868,226200,2020
ED1007,C007,Hindi,Jharkhand,01-12-2019,241389,18779,222610,2019
ED1007,C007,Hindi,Jharkhand,01-11-2019,233314,10543,222771,2019
ED1007,C007,Hindi,Jharkhand,01-10-2019,249706,15415,234291,2019
ED1007,C007,Hindi,Jharkhand,01-09-2019,244928,12322,232606,2019
ED1007,C007,Hindi,Jharkhand,01-08-2019,252600,10479,242121,2019
ED1007,C007,Hindi,Jharkhand,01-07-2019,252228,10513,241715,2019
ED1007,C007,Hindi,Jharkhand,01-06-2019,235078,10381,224697,2019
ED1007,C007,Hindi,Jharkhand,01-05-2019,245193,11188,234005,2019
ED1007,C007,Hindi,Jharkhand,01-04-2019,253719,16510,237209,2019
ED1007,C007,Hindi,Jharkhand,01-03-2019,240891,9682,231209,2019
ED1007,C007,Hindi,Jharkhand,01-02-2019,241078,17968,223110,2019
ED1007,C007,Hindi,Jharkhand,01-01-2019,244851,15400,229451,2019
